station no.,station name,latitude,longitude,altitude,meanSpeed-100m,meanDuration,highWindFrac,scaleFactor,meanSpeed-10m,startTime,meanRes,Observations,closestZone,distanceToZone,distanceToCentroid,inZone
091107,WYNYARD AIRPORT                         ,-40.9964,145.7311,12.0,6.9946613,7.449324324324325,0.0174587282468838,1.5789141028226836,4.430045509551242,1990-10-02 11:00:00,29.999894766666667,386099.0,23,0.0,54.82590586925484,True
091126,DEVONPORT AIRPORT                       ,-41.1701,146.4289,8.0,6.906388,8.222222222222221,0.0071468853112224,1.3195410920251762,5.233931590064457,1990-10-20 11:00:00,29.95438473333333,392616.0,23,25.144577574636923,128.66562971505462,False
091245,CAPE GRIM BAPS (COMPARISON)             ,-40.6828,144.69,94.0,9.765862,11.505747126436782,0.0428786279897933,0.9852946418155258,9.911616333272644,1997-05-19 11:00:00,29.999933816666665,367560.0,23,0.0,80.9325324424094,True
091259,LUNCHEON HILL (FORESTRY)                ,-41.1492,145.1517,344.0,7.2476306,8.170731707317072,0.0134579306138159,1.2604384733807628,5.750086774740547,1997-11-05 12:00:00,29.999798116666668,340725.0,23,0.0,14.736750398402783,True
091291,SHEFFIELD SCHOOL FARM                   ,-41.389,146.3173,277.3,6.3933864,8.283783783783784,0.0228678360708439,1.8484440839084963,3.458793489962906,2003-04-15 13:00:00,28.53402558333333,288331.0,23,11.232108921923144,117.27351653788678,False
091292,SMITHTON AERODROME                      ,-40.8347,145.0847,7.5,7.9246025,8.75,0.0340570842404759,1.4961001834498773,5.296839473858947,1998-07-24 05:00:00,29.99993076666667,354933.0,23,0.0,40.57206173570849,True
091331,CAPE GRIM                               ,-40.6764,144.6922,86.0,10.401933,11.812199036918138,0.0682484846694074,1.21117149567114,8.588323580555915,2010-12-17 12:00:00,29.999583166666664,207856.0,23,0.0,81.08905217130861,True
091344,BURNIE NTC AWS                          ,-41.05,145.9149,0.0,7.120767,9.017964071856287,0.0212138044759635,1.61945878562682,4.397004221253152,2013-05-16 10:00:00,29.999827216666667,168524.0,23,0.0,73.04450149500258,True
097000,CAPE SORELL                             ,-42.1986,145.17,19.3,9.040999,10.544444444444444,0.0416909550404311,1.326232612891281,6.8170540557184784,2011-06-02 13:00:00,29.999855683333333,196417.0,23,26.846950102562786,90.47584450139848,False
097072,STRAHAN AERODROME                       ,-42.155,145.2908,21.0,7.043267,9.095132743362832,0.0225465231640735,1.4730656314879396,4.781366575031346,1993-05-30 03:30:00,29.989690483333334,368950.0,23,24.677427472386295,85.86160812539309,False
097085,MOUNT READ                              ,-41.8444,145.5417,1119.5,10.757934,11.736607142857142,0.1143949829170811,1.3865418072968771,7.758823830643259,1998-01-12 11:00:00,29.999796633333336,256006.0,23,0.0,64.86198949410579,True
