station no.,station name,latitude,longitude,altitude,meanSpeed-10m,meanSpeed-100m,scaleFactor,startTime,meanRes,Observations,meanDuration,highWindFrac,closestZone,distanceToZone,distanceToCentroid,inZone
040004,AMBERLEY AMO                            ,-27.6297,152.7111,24.2,2.902398063262364,4.7296977,1.6295827109941268,1995-10-14 14:00:00,29.9928436,354609.0,12.333333333333334,0.006789171700383,9,25.6910013451838,132.60134378987183,False
040082,UNIVERSITY OF QUEENSLAND GATTON         ,-27.5436,152.3375,89.0,3.0371948815325047,5.0312443,1.6565431176465837,2002-07-16 12:00:00,29.999917466666663,296584.0,9.6875,0.0057315706492775,9,0.0,90.45102278246777,True
040651,JIMNA FORESTRY                          ,-26.6644,152.4606,523.0,2.133140482332006,5.4292564,2.545194038638082,2000-07-24 13:00:00,19.830322833333334,107113.0,7.75,0.0419881605398092,9,17.786618341232447,131.11962898052002,False
040922,KINGAROY AIRPORT                        ,-26.5737,151.8398,433.7,2.9052600233549226,6.441113,2.217052154839368,2001-01-19 12:00:00,29.999846,291111.0,40.54545454545455,0.0390827277893136,9,0.0,95.22970247332205,True
041097,INGLEWOOD FOREST                        ,-28.3661,150.9539,379.0,3.517328328157258,5.4786572,1.557618946681124,2000-07-24 13:00:00,29.999881016666667,145058.0,4.0,0.0013683773662764,9,0.0,107.36237465396395,True
041175,APPLETHORPE                             ,-28.6217,151.9533,871.6,2.265863916031415,7.269514,3.208274791980718,1997-03-24 00:00:00,29.9999343,339787.0,64.16666666666667,0.1171292019154975,9,11.441098714347786,121.59045518412834,False
041359,OAKEY AERO                              ,-27.4034,151.7413,405.7,4.386527432910511,5.9872656,1.3649214962005625,1995-11-06 15:00:00,29.9240177,375513.0,5.625,0.0051204309894904,9,0.0,25.0478721338488,True
041522,DALBY AIRPORT                           ,-27.1605,151.2633,345.9,4.312407386387155,6.016582,1.3951794144423542,2006-07-06 15:00:00,29.999897916666665,246507.0,3.6666666666666665,0.005503789189231,9,0.0,42.65994431236344,True
041525,WARWICK                                 ,-28.2061,152.1003,475.4,2.6357198019667103,5.808574,2.203790477023505,1998-11-13 00:30:00,29.982974966666667,294342.0,39.43478260869565,0.0400408167300846,9,0.0,95.69029715611128,True
041529,TOOWOOMBA AIRPORT                       ,-27.5425,151.9134,640.9,5.56291379238168,7.552426,1.3576384864531903,1996-06-25 15:00:00,29.99993613333333,367657.0,8.8125,0.0109220288044314,9,0.0,43.51803632523433,True
